,distance,moving_time,start_date_local,average_heartrate,HR Zone 1,HR Zone 2,HR Zone 3,HR Zone 4,HR Zone 5,ftp
468,9759.2,1801,2020-09-02T08:41:57Z,129.8,598.0,732.0,471.0,0.0,0.0,
469,8676.3,1861,2020-08-27T08:03:43Z,123.9,912.0,467.0,482.0,0.0,0.0,
470,11893.6,2112,2020-08-24T08:30:58Z,133.6,435.0,1276.0,401.0,0.0,0.0,
473,14930.3,2701,2020-08-16T18:07:34Z,152.2,190.0,903.0,1147.0,461.0,0.0,
474,7500.0,1501,2020-08-06T15:48:10Z,132.3,575.0,471.0,328.0,127.0,0.0,93.0715
475,8983.2,1551,2020-08-01T17:22:37Z,143.2,259.0,735.0,538.0,19.0,0.0,101.913625
476,15863.8,2700,2020-07-28T08:20:08Z,136.9,631.0,740.0,1283.0,46.0,0.0,72.86025
477,14328.4,2700,2020-07-27T08:28:36Z,125.1,993.0,684.0,1023.0,0.0,0.0,62.37571269900036
478,15620.6,2700,2020-07-24T08:07:24Z,126.7,786.0,856.0,1058.0,0.0,0.0,64.73220833333333
479,7603.5,1800,2020-07-22T19:39:42Z,126.2,597.0,926.0,219.0,58.0,0.0,50.214625
480,15886.9,2700,2020-07-20T18:55:09Z,146.6,620.0,852.0,334.0,889.0,5.0,81.59708333333333
481,18095.0,3000,2020-07-18T17:10:03Z,143.6,916.0,799.0,287.0,944.0,54.0,72.35416527824059
482,15573.7,2700,2020-07-15T18:57:08Z,145.2,638.0,548.0,978.0,536.0,0.0,79.08275
483,13522.8,2754,2020-07-14T19:08:56Z,133.2,1002.0,663.0,1028.0,61.0,0.0,86.96220833333334
484,12146.2,2100,2020-07-13T18:22:21Z,146.2,237.0,990.0,362.0,511.0,0.0,96.85249999999999
485,5964.4,1200,2020-07-11T20:08:07Z,131.8,294.0,772.0,134.0,0.0,0.0,81.5005
486,3154.9,1209,2020-07-10T21:07:41Z,106.0,1196.0,13.0,0.0,0.0,0.0,27.904666666666667
493,27740.5,4597,2020-03-19T06:51:29Z,126.3,1053.0,3196.0,348.0,0.0,0.0,
494,41428.7,5019,2020-03-17T06:18:20Z,149.4,166.0,2735.0,1640.0,478.0,0.0,
495,46064.5,6967,2020-03-15T06:45:07Z,143.6,353.0,4546.0,2059.0,9.0,0.0,
496,26522.6,3796,2020-03-13T06:29:15Z,137.5,281.0,3019.0,492.0,4.0,0.0,
497,79479.4,10339,2020-02-29T06:30:19Z,133.3,686.0,8617.0,728.0,308.0,0.0,
498,41851.8,5027,2020-02-25T06:46:36Z,146.8,134.0,3515.0,1378.0,0.0,0.0,
499,79694.3,9872,2020-02-22T06:36:39Z,142.4,240.0,7651.0,1174.0,807.0,0.0,
500,29466.1,3649,2020-02-20T06:51:13Z,148.3,112.0,2167.0,1328.0,42.0,0.0,
501,33204.7,4364,2020-02-18T06:39:22Z,145.5,119.0,2869.0,1294.0,82.0,0.0,
502,48077.9,5881,2020-02-16T06:37:48Z,148.6,114.0,3698.0,2069.0,0.0,0.0,
503,29610.1,3709,2020-02-14T06:47:47Z,147.2,131.0,2032.0,1542.0,4.0,0.0,
504,0.0,2400,2020-02-11T07:10:43Z,151.3,246.0,752.0,900.0,502.0,0.0,
505,18422.5,2693,2020-02-09T07:30:19Z,147.8,156.0,1245.0,1170.0,122.0,0.0,
506,0.0,4514,2020-01-19T08:16:16Z,137.4,234.0,3450.0,830.0,0.0,0.0,
507,0.0,3310,2020-01-17T07:03:37Z,145.4,440.0,1309.0,1054.0,492.0,15.0,
509,34635.7,5085,2020-01-14T06:40:45Z,145.0,206.0,3195.0,1524.0,160.0,0.0,
510,20935.8,3797,2020-01-12T07:18:26Z,125.5,1212.0,2246.0,339.0,0.0,0.0,
511,36276.6,6200,2020-01-11T06:51:44Z,131.2,714.0,5276.0,127.0,83.0,0.0,
512,39567.7,5191,2020-01-09T06:35:26Z,138.4,327.0,4386.0,478.0,0.0,0.0,
513,39455.1,5204,2020-01-07T06:38:37Z,141.6,117.0,4658.0,429.0,0.0,0.0,
514,32545.4,4968,2020-01-05T06:49:36Z,136.8,817.0,3046.0,600.0,505.0,0.0,
515,32216.2,5124,2020-01-03T06:40:02Z,128.9,1082.0,3954.0,88.0,0.0,0.0,
517,20837.2,3821,2019-12-31T06:50:56Z,129.4,283.0,3516.0,22.0,0.0,0.0,
518,20537.2,3797,2019-12-22T07:08:30Z,131.5,311.0,3309.0,177.0,0.0,0.0,
519,18079.5,3157,2019-12-21T07:14:52Z,139.7,95.0,2905.0,157.0,0.0,0.0,
521,5026.4,918,2019-11-17T09:08:16Z,114.0,503.0,415.0,0.0,0.0,0.0,20.995791666666666
522,75165.9,8451,2019-11-17T06:46:37Z,136.5,190.0,7947.0,314.0,0.0,0.0,129.99245833333333
523,3003.4,634,2019-11-17T06:35:45Z,126.8,106.0,528.0,0.0,0.0,0.0,0.0
524,77287.4,11520,2019-11-16T06:18:21Z,142.7,837.0,7237.0,1244.0,2202.0,0.0,107.60808333333333
525,17042.9,3427,2019-11-15T07:10:03Z,105.4,2860.0,567.0,0.0,0.0,0.0,87.69766666666666
526,68033.6,9179,2019-11-13T06:32:09Z,133.4,814.0,7447.0,539.0,379.0,0.0,128.1447083333333
527,49025.4,8530,2019-11-12T06:16:47Z,138.5,535.0,6376.0,1411.0,208.0,0.0,102.27225
528,28314.5,4501,2019-06-30T18:07:31Z,131.3,1111.0,3099.0,291.0,0.0,0.0,
529,17537.2,3601,2019-06-27T17:23:33Z,131.6,1313.0,1276.0,649.0,363.0,0.0,
530,10472.7,2401,2019-06-25T20:28:38Z,124.0,709.0,1558.0,134.0,0.0,0.0,
531,33260.5,4532,2019-06-23T07:29:59Z,147.4,417.0,1884.0,1948.0,283.0,0.0,119.88683333333333
532,27224.0,4301,2019-06-22T06:44:23Z,141.6,615.0,1785.0,1886.0,15.0,0.0,109.36874999999999
533,27281.4,4200,2019-06-20T18:17:38Z,149.1,565.0,1472.0,600.0,1563.0,0.0,129.663125
534,56529.2,8921,2019-06-18T06:07:33Z,136.4,1437.0,5225.0,1768.0,491.0,0.0,101.761625
535,56012.6,7459,2019-06-15T06:05:09Z,139.4,827.0,4413.0,660.0,1559.0,0.0,98.21654166666667
536,27685.3,4084,2019-06-13T20:15:28Z,146.6,555.0,1394.0,1050.0,1085.0,0.0,114.843125
537,48080.1,6897,2019-06-11T06:03:18Z,138.5,1038.0,4071.0,1093.0,695.0,0.0,82.19241666666666
538,88776.7,9576,2019-06-09T05:55:20Z,149.2,369.0,4840.0,3918.0,449.0,0.0,144.464125
539,5171.9,1252,2019-06-08T08:04:58Z,173.7,0.0,45.0,217.0,989.0,1.0,237.02104166666666
540,5195.4,541,2019-06-08T07:28:25Z,119.2,121.0,420.0,0.0,0.0,0.0,
541,5183.2,1274,2019-06-08T07:04:58Z,170.0,6.0,68.0,320.0,880.0,0.0,229.88495833333332
542,5174.8,521,2019-06-08T06:38:16Z,115.8,241.0,280.0,0.0,0.0,0.0,0.0
543,5226.0,1321,2019-06-08T06:12:59Z,166.8,10.0,71.0,733.0,507.0,0.0,230.22299999999998
544,48176.8,6075,2019-06-06T05:52:11Z,140.7,479.0,3741.0,1308.0,547.0,0.0,84.26579166666666
545,48208.5,7473,2019-06-04T05:56:42Z,135.1,1442.0,4206.0,1519.0,306.0,0.0,88.10537500000001
546,19111.0,3600,2019-06-01T17:33:56Z,143.9,161.0,2374.0,963.0,102.0,0.0,138.434
547,19459.1,2700,2019-05-26T16:40:23Z,146.6,520.0,895.0,751.0,533.0,1.0,107.998375
548,14190.6,1800,2019-05-21T19:49:51Z,162.7,206.0,288.0,135.0,1171.0,0.0,179.04570833333332
549,20350.9,3000,2019-05-19T14:40:20Z,151.5,443.0,1042.0,320.0,1195.0,0.0,104.95173275574808
550,25823.4,3600,2019-05-16T14:21:15Z,153.9,107.0,1435.0,556.0,1502.0,0.0,147.59516666666667
551,26146.8,3656,2019-05-14T16:25:55Z,150.0,343.0,1357.0,767.0,1189.0,0.0,133.93416666666664
552,87896.6,9339,2019-05-12T06:04:43Z,154.7,192.0,3011.0,4951.0,1185.0,0.0,151.19883333333334
553,25647.4,3600,2019-05-11T12:53:34Z,147.1,407.0,1407.0,829.0,957.0,0.0,138.3105
554,22043.0,3600,2019-05-09T13:05:57Z,131.9,880.0,1918.0,784.0,18.0,0.0,95.93654166666666
555,29528.1,3835,2019-05-07T16:12:32Z,143.1,131.0,2668.0,1036.0,0.0,0.0,134.94908333333333
556,18417.1,3369,2019-05-05T05:54:12Z,102.5,2912.0,457.0,0.0,0.0,0.0,62.15691666666666
557,88192.4,9587,2019-04-28T06:01:00Z,148.2,379.0,5044.0,3563.0,585.0,16.0,117.97812499999999
558,36068.0,9332,2019-04-27T06:24:27Z,100.1,9329.0,3.0,0.0,0.0,0.0,38.61275
559,22391.5,3601,2019-04-22T08:54:07Z,145.1,458.0,1725.0,216.0,1197.0,5.0,88.56837867851193
560,41972.6,7080,2019-04-20T06:01:15Z,124.7,2153.0,4375.0,366.0,186.0,0.0,92.90050000000001
561,55523.1,8571,2019-04-18T06:13:40Z,138.3,1501.0,4678.0,1434.0,958.0,0.0,100.18858333333334
562,57147.3,8852,2019-04-16T05:59:18Z,135.4,1557.0,4991.0,2065.0,239.0,0.0,99.62966666666667
563,13579.1,1329,2019-04-14T08:21:34Z,181.6,0.0,15.0,131.0,1092.0,91.0,207.17679166666667
564,766.2,125,2019-04-14T08:19:06Z,135.5,0.0,125.0,0.0,0.0,0.0,0.0
565,63239.8,7280,2019-04-09T06:25:06Z,140.2,198.0,6688.0,251.0,143.0,0.0,114.10370833333333
566,3961.4,589,2019-04-07T08:01:33Z,122.4,79.0,510.0,0.0,0.0,0.0,
567,30070.2,2622,2019-04-07T06:54:01Z,178.4,0.0,31.0,126.0,2451.0,14.0,
568,2429.6,361,2019-04-07T06:31:16Z,133.3,0.0,361.0,0.0,0.0,0.0,
569,0.0,2700,2019-04-04T08:39:13Z,157.1,305.0,881.0,351.0,1124.0,39.0,138.26141666666666
570,0.0,3000,2019-04-02T12:26:20Z,147.1,217.0,1479.0,459.0,845.0,0.0,134.37116666666665
571,28617.8,3451,2019-03-31T08:09:33Z,142.6,0.0,3040.0,310.0,101.0,0.0,91.84995833333333
572,30136.0,2793,2019-03-31T07:22:31Z,166.0,7.0,51.0,1989.0,746.0,0.0,219.9812083333333
573,27179.9,3378,2019-03-31T06:20:42Z,127.9,292.0,3070.0,16.0,0.0,0.0,79.398625
574,0.0,2701,2019-03-29T11:20:56Z,151.7,288.0,1107.0,137.0,1169.0,0.0,113.89944485566247
575,0.0,2700,2019-03-28T10:20:25Z,151.1,163.0,1198.0,361.0,978.0,0.0,186.65441666666666
576,0.0,4120,2019-03-26T11:20:43Z,143.9,943.0,1283.0,545.0,1349.0,0.0,62.20206260616355
577,28317.7,3576,2019-03-24T08:14:17Z,147.5,0.0,2357.0,1192.0,27.0,0.0,99.405625
578,31245.1,2927,2019-03-24T07:24:31Z,167.0,7.0,77.0,2457.0,386.0,0.0,219.84108333333333
579,27474.6,3434,2019-03-24T06:05:42Z,131.0,504.0,2869.0,61.0,0.0,0.0,75.484625
580,48113.3,6231,2019-03-23T06:20:37Z,142.7,542.0,3740.0,1076.0,873.0,0.0,88.057875
581,56774.0,9217,2019-03-19T06:24:42Z,138.8,782.0,6682.0,789.0,964.0,0.0,98.81425
582,20157.0,3065,2019-03-17T06:31:22Z,142.3,109.0,2333.0,502.0,121.0,0.0,124.80387499999999
583,49911.8,7971,2019-03-08T06:20:26Z,132.5,1415.0,4895.0,1005.0,656.0,0.0,101.31433333333332
584,49970.4,8053,2019-03-06T06:21:34Z,131.7,1209.0,5299.0,1531.0,14.0,0.0,98.51024999999998
585,18180.1,2878,2019-03-03T06:23:08Z,125.7,307.0,2486.0,62.0,23.0,0.0,87.02
586,47933.4,5025,2019-02-28T07:01:22Z,157.0,122.0,1273.0,2812.0,818.0,0.0,144.13558333333333
587,26622.9,3719,2019-02-24T08:08:27Z,139.8,12.0,2992.0,623.0,92.0,0.0,82.46316666666665
588,41508.6,4010,2019-02-24T06:07:53Z,176.6,0.0,37.0,833.0,3110.0,30.0,226.95420833333333
589,9882.6,1960,2019-02-24T04:58:07Z,125.8,205.0,1755.0,0.0,0.0,0.0,85.008375
590,24181.6,2613,2019-02-20T07:47:24Z,146.3,75.0,1490.0,1048.0,0.0,0.0,97.814375
591,22447.2,1812,2019-02-20T06:45:49Z,176.5,1.0,20.0,102.0,1689.0,0.0,72.28233333333334
592,5979.5,1559,2019-02-20T05:54:39Z,122.8,499.0,1060.0,0.0,0.0,0.0,39.93008333333333
593,10222.3,1723,2019-02-17T10:10:33Z,135.5,0.0,1723.0,0.0,0.0,0.0,54.993916666666664
594,103225.0,9776,2019-02-17T06:54:26Z,153.5,53.0,3660.0,5803.0,260.0,0.0,106.63433333333333
595,1160.3,386,2019-02-17T06:34:46Z,122.4,129.0,257.0,0.0,0.0,0.0,0.0
596,56000.5,8267,2019-02-16T06:36:28Z,136.4,1641.0,4122.0,2344.0,160.0,0.0,85.10970833333333
597,49850.3,7578,2019-02-14T06:40:20Z,137.4,590.0,5326.0,583.0,1079.0,0.0,106.84016666666666
598,49383.4,7562,2019-02-12T06:50:02Z,139.7,306.0,5364.0,1071.0,821.0,0.0,107.99995833333332
599,47945.5,6563,2019-02-10T08:54:15Z,144.4,73.0,4587.0,1903.0,0.0,0.0,136.249
600,65384.7,6290,2019-02-10T06:52:11Z,157.6,19.0,1574.0,4398.0,299.0,0.0,177.19004166666667
601,726.1,236,2019-02-10T06:43:11Z,130.3,7.0,229.0,0.0,0.0,0.0,0.0
602,49924.6,7584,2019-02-07T06:40:09Z,135.8,934.0,4988.0,821.0,841.0,0.0,108.63329166666665
603,49875.7,7681,2019-02-05T06:39:08Z,138.8,501.0,5279.0,1124.0,777.0,0.0,104.37570833333334
604,21492.1,2824,2019-02-03T11:31:14Z,140.4,13.0,2180.0,631.0,0.0,0.0,110.50795833333333
605,3220.8,511,2019-02-03T10:34:13Z,141.7,0.0,486.0,25.0,0.0,0.0,0.0
606,88280.8,8869,2019-02-03T06:50:10Z,163.1,7.0,1177.0,5477.0,2127.0,81.0,155.15954166666666
607,47817.9,5619,2019-01-29T06:53:41Z,144.4,101.0,4660.0,858.0,0.0,0.0,142.38916666666665
609,60525.7,7496,2019-01-27T06:39:44Z,134.7,221.0,7088.0,187.0,0.0,0.0,116.98537499999999
610,63462.4,10005,2019-01-26T06:44:42Z,139.6,868.0,5900.0,3237.0,0.0,0.0,109.80654166666666
611,50058.4,7626,2019-01-24T06:49:04Z,136.6,590.0,6017.0,644.0,375.0,0.0,105.17133333333332
612,51673.1,7442,2019-01-20T06:40:53Z,123.8,1247.0,6155.0,40.0,0.0,0.0,121.51133333333333
613,58174.3,8900,2019-01-19T06:40:08Z,144.9,213.0,5945.0,1925.0,817.0,0.0,104.65833333333333
614,49532.7,7679,2019-01-17T06:48:35Z,139.1,347.0,5422.0,1587.0,323.0,0.0,105.75874999999999
615,47745.1,5406,2019-01-15T06:44:44Z,151.0,80.0,2334.0,2992.0,0.0,0.0,150.47525000000002
616,62593.3,6470,2019-01-13T06:45:18Z,170.9,0.0,184.0,3125.0,3161.0,0.0,163.08808333333332
617,50049.6,8148,2019-01-10T06:48:21Z,139.6,247.0,5870.0,1507.0,524.0,0.0,112.98904166666667
618,47857.7,5410,2019-01-08T06:49:51Z,156.9,114.0,822.0,4329.0,145.0,0.0,151.54716666666667
619,49325.8,7896,2019-01-05T06:56:21Z,144.1,176.0,5431.0,1273.0,1016.0,0.0,132.5725
620,29028.4,6050,2019-01-03T06:59:44Z,142.6,239.0,3820.0,1310.0,681.0,0.0,123.773125
621,47298.6,6760,2018-12-29T06:43:18Z,145.3,624.0,3556.0,1413.0,1167.0,0.0,98.66225
622,50012.9,7593,2018-12-27T06:42:46Z,144.2,483.0,4754.0,1004.0,1350.0,2.0,105.11037499999999
623,47259.6,5632,2018-12-23T06:40:00Z,145.0,157.0,3644.0,1096.0,735.0,0.0,140.45116666666667
624,24907.6,3600,2018-12-06T10:53:18Z,147.7,216.0,2025.0,928.0,431.0,0.0,143.58062499999997
625,25940.1,3601,2018-12-02T15:45:14Z,155.6,114.0,1355.0,1145.0,987.0,0.0,142.32899999999998
626,33702.8,4501,2018-11-27T17:09:57Z,140.0,379.0,2779.0,1343.0,0.0,0.0,115.87466666666666
627,25310.1,3600,2018-11-25T16:26:38Z,153.4,119.0,1891.0,394.0,1078.0,118.0,129.02266666666665
628,28210.2,3601,2018-11-22T15:54:42Z,150.2,434.0,867.0,1880.0,414.0,6.0,89.72274999999999
629,24936.8,3600,2018-11-20T18:49:28Z,147.8,294.0,1772.0,538.0,986.0,10.0,103.62204166666666
630,34060.5,4846,2018-11-18T07:03:23Z,135.2,250.0,4234.0,362.0,0.0,0.0,66.91958333333332
631,46858.8,6577,2018-11-15T06:26:51Z,137.7,758.0,4128.0,1691.0,0.0,0.0,71.80416666666666
632,52230.6,6380,2018-11-14T06:30:32Z,146.6,215.0,4126.0,1228.0,811.0,0.0,72.60374999999999
634,24266.5,3553,2018-11-13T06:21:41Z,138.1,204.0,2993.0,356.0,0.0,0.0,
635,11215.6,1626,2018-11-04T09:50:13Z,149.9,0.0,768.0,858.0,0.0,0.0,
636,75299.5,7034,2018-11-04T06:17:24Z,168.1,0.0,1006.0,2511.0,3423.0,94.0,
637,447.1,89,2018-11-04T06:15:21Z,156.5,0.0,33.0,48.0,8.0,0.0,
638,18394.8,2372,2018-11-02T06:30:20Z,146.0,132.0,1441.0,799.0,0.0,0.0,
639,47891.7,6075,2018-11-01T06:31:42Z,142.8,187.0,4141.0,1384.0,363.0,0.0,
640,23630.9,3216,2018-10-31T06:37:08Z,146.6,86.0,2076.0,852.0,202.0,0.0,
641,33657.0,4501,2018-10-27T10:30:11Z,144.9,81.0,2916.0,1431.0,73.0,0.0,
642,36268.5,4500,2018-10-25T20:13:41Z,147.2,306.0,1985.0,2182.0,27.0,0.0,
643,31028.9,3901,2018-10-20T19:10:51Z,157.1,38.0,1567.0,1201.0,1095.0,0.0,
644,28164.0,3600,2018-10-18T10:37:01Z,148.1,134.0,2536.0,756.0,174.0,0.0,
645,26464.9,3601,2018-10-17T18:40:35Z,141.5,104.0,3329.0,168.0,0.0,0.0,
646,27315.1,3600,2018-10-10T18:28:00Z,147.6,83.0,2310.0,1207.0,0.0,0.0,
647,28888.4,3600,2018-10-07T10:39:39Z,158.4,191.0,765.0,1563.0,1080.0,1.0,
648,29798.7,3600,2018-10-04T19:10:14Z,156.4,68.0,1126.0,2206.0,200.0,0.0,
649,15333.8,1653,2018-10-02T08:48:36Z,156.3,0.0,840.0,246.0,567.0,0.0,
650,14471.0,1622,2018-10-02T06:35:01Z,178.4,0.0,24.0,106.0,1492.0,0.0,
651,38664.6,4983,2018-09-29T06:30:29Z,143.6,223.0,2942.0,1720.0,98.0,0.0,
652,25999.3,3601,2018-09-27T09:24:11Z,149.1,255.0,1762.0,1299.0,285.0,0.0,
692,1352.2,600,2018-06-27T22:23:49Z,74.4,600.0,0.0,0.0,0.0,0.0,0.0
694,68015.0,7319,2018-06-23T06:00:58Z,149.9,233.0,3399.0,3158.0,529.0,0.0,102.62533333333333
696,49196.2,6344,2018-06-19T05:56:28Z,146.9,249.0,3735.0,1643.0,717.0,0.0,115.964125
697,63551.7,6992,2018-06-15T06:00:42Z,151.8,285.0,2777.0,3144.0,786.0,0.0,111.36533333333334
698,33440.0,6483,2018-06-13T06:01:15Z,137.8,812.0,3840.0,1495.0,336.0,0.0,113.06899999999999
699,63432.8,6728,2018-06-10T05:55:37Z,162.8,200.0,787.0,2973.0,2762.0,6.0,158.7204583333333
700,36971.2,6568,2018-06-06T06:02:03Z,135.7,1163.0,3824.0,1447.0,134.0,0.0,109.44158333333333
701,62730.3,8563,2018-06-03T06:00:12Z,143.6,380.0,5427.0,2047.0,709.0,0.0,101.70145833333332
702,24641.6,3601,2018-05-30T18:04:50Z,143.1,307.0,2014.0,964.0,316.0,0.0,151.7023333333333
703,10727.7,1879,2018-05-28T17:10:54Z,124.7,585.0,1294.0,0.0,0.0,0.0,138.19966666666664
704,84708.1,13330,2018-05-27T05:53:41Z,143.8,363.0,9330.0,2876.0,761.0,0.0,110.32587499999998
705,22311.2,2700,2018-05-25T11:43:47Z,161.6,126.0,700.0,652.0,1222.0,0.0,173.994875
706,22250.4,2700,2018-05-24T16:51:29Z,152.4,290.0,519.0,1468.0,423.0,0.0,140.92141666666666
707,14969.6,1801,2018-05-22T18:31:47Z,159.3,168.0,294.0,641.0,698.0,0.0,170.32866666666663
709,11068.7,1200,2018-05-18T16:15:40Z,172.5,11.0,71.0,171.0,947.0,0.0,219.81495833333332
710,23315.2,2700,2018-05-16T10:26:30Z,160.6,188.0,383.0,1116.0,1013.0,0.0,189.07691666666665
711,20748.7,2701,2018-05-14T17:26:59Z,156.0,167.0,941.0,613.0,980.0,0.0,156.58454166666664
712,21282.3,2700,2018-05-13T14:28:07Z,148.1,259.0,1179.0,869.0,393.0,0.0,137.59325
713,12280.4,1896,2018-05-12T17:44:45Z,133.4,620.0,815.0,309.0,152.0,0.0,120.71729166666667
714,24279.5,3600,2018-05-08T18:52:36Z,123.2,305.0,3295.0,0.0,0.0,0.0,102.06958333333333
715,27569.0,3601,2018-05-07T18:30:35Z,152.0,109.0,1822.0,564.0,1106.0,0.0,135.68374999999997
716,24507.3,3601,2018-05-06T18:45:23Z,132.1,165.0,3420.0,16.0,0.0,0.0,112.71274999999999
717,31653.6,3600,2018-05-05T17:57:53Z,157.0,434.0,405.0,1756.0,1005.0,0.0,136.39149999999998
718,27718.1,3600,2018-05-04T18:02:44Z,157.3,234.0,1136.0,859.0,1371.0,0.0,124.02645833333334
719,23232.0,3600,2018-05-03T18:59:29Z,123.8,399.0,3201.0,0.0,0.0,0.0,99.27974999999999
720,8598.7,1109,2018-05-01T08:49:45Z,133.4,47.0,1031.0,31.0,0.0,0.0,0.0
721,55403.8,6630,2018-05-01T06:04:43Z,164.6,0.0,1188.0,3214.0,2228.0,0.0,153.81370833333332
722,10978.4,1664,2018-04-28T07:07:27Z,134.1,53.0,1561.0,50.0,0.0,0.0,117.441375
723,35405.4,4060,2018-04-28T05:59:21Z,155.6,172.0,1658.0,827.0,1403.0,0.0,141.1035
724,23090.1,4257,2018-04-26T06:01:51Z,141.8,336.0,2566.0,572.0,783.0,0.0,112.02320833333333
725,43417.3,6335,2018-04-25T05:57:23Z,133.3,952.0,4280.0,617.0,486.0,0.0,106.13558333333333
726,41023.3,5234,2018-04-24T05:55:39Z,130.5,252.0,4882.0,100.0,0.0,0.0,107.12516666666666
727,125103.0,15250,2018-04-22T05:53:30Z,157.3,138.0,4900.0,7367.0,2717.0,128.0,129.4224583333333
728,45005.4,5042,2018-04-18T17:57:43Z,163.7,78.0,1082.0,586.0,3296.0,0.0,154.21112499999998
729,27935.0,3601,2018-04-17T17:39:08Z,153.3,134.0,1612.0,713.0,1142.0,0.0,139.12354166666665
730,14167.7,1860,2018-04-13T09:18:16Z,143.7,161.0,990.0,504.0,205.0,0.0,173.60141666666667
731,28459.0,3601,2018-04-12T09:31:20Z,143.7,392.0,2097.0,1112.0,0.0,0.0,137.68429166666667
732,28111.4,3601,2018-04-11T08:33:22Z,150.6,168.0,1679.0,841.0,913.0,0.0,123.18254166666665
733,27125.3,3601,2018-04-10T10:20:08Z,151.6,94.0,1961.0,269.0,1248.0,29.0,129.648875
734,48361.4,5088,2018-04-08T06:21:15Z,151.1,114.0,2597.0,1999.0,378.0,0.0,147.746375
735,20852.2,2400,2018-04-06T10:08:55Z,158.9,70.0,543.0,1022.0,765.0,0.0,198.34258333333332
736,28988.2,3601,2018-04-05T10:13:36Z,152.0,229.0,804.0,2445.0,123.0,0.0,163.54725
737,11773.3,1500,2018-04-04T10:18:31Z,153.2,168.0,423.0,488.0,421.0,0.0,194.91783333333333
738,63431.3,6768,2018-04-01T06:30:42Z,151.4,91.0,2838.0,3819.0,20.0,0.0,151.64612499999998
739,35721.2,4500,2018-03-31T07:52:41Z,145.4,275.0,3247.0,978.0,0.0,0.0,133.2755
740,40164.6,4801,2018-03-30T10:30:32Z,148.4,347.0,2198.0,2197.0,59.0,0.0,148.70904166666665
741,36558.1,4501,2018-03-29T10:14:19Z,144.4,271.0,3443.0,787.0,0.0,0.0,145.54475
742,40669.3,4501,2018-03-28T10:31:30Z,149.0,188.0,2335.0,1968.0,10.0,0.0,145.25104166666668
743,37512.3,4500,2018-03-27T09:37:42Z,149.4,188.0,1336.0,2976.0,0.0,0.0,142.82695833333332
744,48563.9,5401,2018-03-26T08:48:48Z,159.6,190.0,1255.0,2079.0,1877.0,0.0,129.95604166666664
745,48195.1,5252,2018-03-25T06:19:24Z,139.4,158.0,4840.0,254.0,0.0,0.0,121.33004166666666
746,33744.0,3901,2018-03-24T07:25:12Z,161.9,282.0,887.0,352.0,2373.0,7.0,124.42941666666665
747,29998.0,3600,2018-03-22T09:45:18Z,145.7,195.0,2132.0,1273.0,0.0,0.0,149.38116666666667
748,32086.6,3601,2018-03-21T09:59:07Z,162.5,98.0,1048.0,415.0,2040.0,0.0,145.28270833333335
749,31173.4,3600,2018-03-20T10:37:09Z,155.5,216.0,1014.0,1568.0,802.0,0.0,124.96854166666665
750,4318.3,758,2018-03-18T10:20:35Z,151.4,0.0,394.0,348.0,16.0,0.0,0.0
751,6454.2,1058,2018-03-18T08:36:33Z,129.8,0.0,1058.0,0.0,0.0,0.0,0.0
752,37267.0,3958,2018-03-18T07:27:20Z,177.1,1.0,40.0,427.0,3444.0,46.0,226.9019583333333
753,10175.5,1669,2018-03-18T06:16:31Z,131.5,242.0,1196.0,183.0,48.0,0.0,34.263333333333335
754,27406.3,3601,2018-03-16T10:29:56Z,156.9,233.0,1224.0,919.0,1225.0,0.0,128.67749999999998
755,26648.4,3601,2018-03-14T10:20:38Z,156.5,153.0,1344.0,1106.0,932.0,66.0,129.17704166666667
756,29591.5,3601,2018-03-13T10:26:20Z,154.2,193.0,1215.0,1221.0,972.0,0.0,130.74295833333332
757,13620.6,2170,2018-03-11T11:20:35Z,143.9,0.0,1650.0,520.0,0.0,0.0,107.33258333333333
758,29411.4,2902,2018-03-11T10:02:49Z,166.0,0.0,306.0,1515.0,1081.0,0.0,171.0443333333333
759,1596.2,209,2018-03-11T08:21:45Z,124.9,0.0,209.0,0.0,0.0,0.0,0.0
760,19812.8,2287,2018-03-11T07:25:11Z,172.5,0.0,73.0,760.0,1446.0,8.0,208.47116666666665
761,22679.1,2071,2018-03-11T06:32:57Z,172.3,0.0,0.0,801.0,1270.0,0.0,174.26008333333334
762,2430.8,524,2018-03-11T05:59:11Z,133.8,59.0,381.0,84.0,0.0,0.0,25.563305679642628
763,24541.3,3301,2018-03-10T09:57:10Z,152.1,318.0,1148.0,1076.0,759.0,0.0,113.802875
764,27868.8,3601,2018-03-07T16:46:46Z,155.8,231.0,1329.0,994.0,993.0,54.0,131.14354166666664
767,32752.6,3601,2018-02-27T17:02:40Z,156.7,176.0,1475.0,576.0,1374.0,0.0,148.54358333333334
768,96070.8,12218,2018-02-25T06:28:33Z,149.9,306.0,7004.0,4277.0,631.0,0.0,142.30287499999997
769,30600.0,3601,2018-02-23T16:47:58Z,161.5,77.0,688.0,1686.0,1150.0,0.0,154.65366666666665
770,31126.1,3601,2018-02-21T16:51:23Z,157.0,157.0,1214.0,1037.0,1191.0,2.0,132.8947083333333
771,29562.1,3601,2018-02-20T15:28:29Z,157.7,147.0,820.0,1863.0,771.0,0.0,172.368
772,82663.1,10801,2018-02-18T16:45:06Z,136.6,430.0,9922.0,449.0,0.0,0.0,101.56845833333334
